,District,Type,Building Classification,Total Units,Gross Income per SqFt,Expense per SqFt,Net Operating Income,Market Value per SqFt
321,Manhattan,Condominium,R4-CONDOMINIUM,12,31.64,10.7,334831,153.41
322,Manhattan,Condominium,R4-CONDOMINIUM,20,30.13,11.12,468216,142.35
323,Manhattan,Condominium,R4-CONDOMINIUM,10,29.33,11.2,264843,129.52
324,Manhattan,Condominium,R4-CONDOMINIUM,21,27.17,10.5,699973,120.29
325,Manhattan,Condominium,R4-CONDOMINIUM,10,36.79,11.36,633461,187.68
326,Manhattan,Condominium,R4-CONDOMINIUM,10,25.88,10.7,281923,110.06
327,Manhattan,Condominium,R4-CONDOMINIUM,1,21.86,8.77,33078,96.16
328,Manhattan,Condominium,R4-CONDOMINIUM,26,40.72,12.82,2371500,210.75
329,Manhattan,Condominium,R4-CONDOMINIUM,56,36.79,12.7,2228325,177.41
330,Manhattan,Condominium,R9-CONDOMINIUM,273,31.74,11.19,5969611,153.28
331,Manhattan,Condominium,R4-CONDOMINIUM,10,27.57,10.8,302933,117.53
332,Manhattan,Condominium,R9-CONDOMINIUM,18,27.21,11.51,247181,113.25
333,Manhattan,Condominium,R9-CONDOMINIUM,24,27.21,11.51,280120,113.27
334,Manhattan,Condominium,R9-CONDOMINIUM,40,28.91,11.5,396547,126.05
335,Manhattan,Condominium,R4-CONDOMINIUM,25,37.35,11.93,2245934,186.94
336,Manhattan,Condominium,R9-CONDOMINIUM,39,42.43,13.0,3429625,222.04
337,Manhattan,Condominium,R4-CONDOMINIUM,10,26.03,9.52,759824,119.68
338,Manhattan,Condominium,R4-CONDOMINIUM,50,30.2,11.5,1805784,127.58
339,Manhattan,Condominium,R9-CONDOMINIUM,390,34.12,11.71,9975834,166.1
340,Manhattan,Condominium,R4-CONDOMINIUM,28,27.57,10.8,722887,120.86
341,Manhattan,Condominium,R4-CONDOMINIUM,28,32.0,9.53,721647,167.52
342,Manhattan,Condominium,R4-CONDOMINIUM,11,28.76,10.93,506105,133.91
343,Manhattan,Condominium,R9-CONDOMINIUM,65,25.95,9.3,1383432,120.58
344,Manhattan,Condominium,R4-CONDOMINIUM,41,29.48,10.6,1066399,141.56
345,Manhattan,Condominium,R4-CONDOMINIUM,70,29.2,11.12,1628682,135.65
346,Manhattan,Condominium,R4-CONDOMINIUM,44,30.0,11.53,1053566,131.52
347,Manhattan,Condominium,R4-CONDOMINIUM,84,44.13,14.0,3028065,226.89
348,Manhattan,Condominium,R9-CONDOMINIUM,145,26.97,10.78,2203427,116.89
349,Manhattan,Condominium,R9-CONDOMINIUM,150,28.66,11.12,2810066,131.14
350,Manhattan,Condominium,R9-CONDOMINIUM,213,26.97,10.78,2272603,116.89
351,Manhattan,Condominium,R9-CONDOMINIUM,229,26.97,10.77,3398517,116.96
352,Manhattan,Condominium,R4-CONDOMINIUM,102,28.66,11.12,2387966,126.93
353,Manhattan,Condominium,R4-CONDOMINIUM,44,30.2,10.27,867792,149.24
354,Manhattan,Condominium,R4-CONDOMINIUM,7,26.97,10.77,299586,116.96
355,Manhattan,Condominium,R4-CONDOMINIUM,89,37.92,12.82,2055062,190.0
356,Manhattan,Condominium,R4-CONDOMINIUM,1,37.92,12.82,87220,189.93
357,Manhattan,Condominium,R4-CONDOMINIUM,27,26.97,10.77,1081172,116.96
358,Manhattan,Condominium,R4-CONDOMINIUM,12,26.97,10.77,455196,116.95
359,Manhattan,Condominium,R4-CONDOMINIUM,37,28.77,11.12,926502,132.55
360,Manhattan,Condominium,R4-CONDOMINIUM,115,29.57,11.15,1121041,138.1
361,Manhattan,Condominium,R9-CONDOMINIUM,39,28.48,11.12,735786,122.5
362,Manhattan,Condominium,R4-CONDOMINIUM,7,24.3,10.0,330030,104.03
363,Manhattan,Condominium,R4-CONDOMINIUM,20,47.31,14.17,1203976,248.97
364,Manhattan,Condominium,R9-CONDOMINIUM,23,29.14,11.3,236487,126.13
365,Manhattan,Condominium,R2-CONDOMINIUM,18,29.14,11.12,259452,135.23
366,Manhattan,Condominium,R9-CONDOMINIUM,119,26.92,11.0,1500460,115.03
367,Manhattan,Condominium,R9-CONDOMINIUM,15,26.3,9.89,153926,118.76
368,Manhattan,Condominium,R4-CONDOMINIUM,17,26.3,9.89,559876,113.81
369,Manhattan,Condominium,R4-CONDOMINIUM,70,28.77,11.3,1432837,131.19
370,Manhattan,Condominium,R4-CONDOMINIUM,105,38.32,13.12,2823660,190.69
371,Manhattan,Condominium,R9-CONDOMINIUM,30,29.99,12.57,595206,130.47
372,Manhattan,Condominium,R4-CONDOMINIUM,77,33.7,11.21,4527912,166.95
373,Manhattan,Condominium,R4-CONDOMINIUM,30,51.18,14.14,1228617,278.29
374,Manhattan,Condominium,R9-CONDOMINIUM,169,27.1,11.0,1620191,116.19
375,Manhattan,Condominium,R2-CONDOMINIUM,30,26.56,11.0,300619,112.53
376,Manhattan,Condominium,R4-CONDOMINIUM,43,30.43,11.53,1252730,141.35
377,Manhattan,Condominium,R9-CONDOMINIUM,86,28.86,11.35,1567320,119.57
378,Manhattan,Condominium,R4-CONDOMINIUM,45,29.33,11.5,383238,124.36
379,Manhattan,Condominium,R9-CONDOMINIUM,30,27.02,10.77,353243,117.31
380,Manhattan,Condominium,R4-CONDOMINIUM,18,29.33,8.5,933601,156.25
381,Manhattan,Condominium,R2-CONDOMINIUM,10,24.96,10.27,86774,106.99
382,Manhattan,Condominium,R4-CONDOMINIUM,104,43.17,13.5,5835940,223.57
383,Manhattan,Condominium,R4-CONDOMINIUM,22,43.17,14.17,1887465,218.51
384,Manhattan,Condominium,R4-CONDOMINIUM,64,40.32,13.0,2574254,206.44
385,Manhattan,Condominium,R4-CONDOMINIUM,13,44.05,13.0,918428,233.81
386,Manhattan,Condominium,R4-CONDOMINIUM,21,37.13,10.0,1085200,199.63
387,Manhattan,Condominium,R4-CONDOMINIUM,19,41.2,8.96,1019042,243.48
388,Manhattan,Condominium,R4-CONDOMINIUM,12,37.13,10.0,674181,199.64
389,Manhattan,Condominium,R4-CONDOMINIUM,12,26.9,11.0,502647,114.89
390,Manhattan,Condominium,R4-CONDOMINIUM,40,42.02,12.82,2010858,220.37
391,Manhattan,Condominium,R4-CONDOMINIUM,10,25.03,10.5,283814,105.82
392,Manhattan,Condominium,R4-CONDOMINIUM,14,29.55,11.12,588470,138.18
393,Manhattan,Condominium,R4-CONDOMINIUM,184,33.2,12.0,4499318,157.54
394,Manhattan,Condominium,R4-CONDOMINIUM,6,33.2,11.0,577200,165.27
395,Manhattan,Condominium,R4-CONDOMINIUM,142,45.01,14.2,9551100,231.85
396,Manhattan,Condominium,R4-CONDOMINIUM,83,31.78,11.8,1762775,149.01
397,Manhattan,Condominium,R4-CONDOMINIUM,214,40.26,13.62,4400000,188.56
398,Manhattan,Condominium,R4-CONDOMINIUM,19,28.77,6.04,1329864,127.66
399,Manhattan,Condominium,R4-CONDOMINIUM,113,37.01,8.63,3426119,208.87
400,Manhattan,Condominium,R4-CONDOMINIUM,21,42.72,9.69,620304,249.15
401,Manhattan,Condominium,R9-CONDOMINIUM,30,36.21,15.17,414803,155.16
402,Manhattan,Condominium,R9-CONDOMINIUM,25,37.82,9.1,401994,217.4
403,Manhattan,Condominium,R4-CONDOMINIUM,122,38.87,13.39,2360000,180.48
404,Manhattan,Condominium,R2-CONDOMINIUM,17,37.27,11.56,249901,189.09
405,Manhattan,Condominium,R9-CONDOMINIUM,241,28.72,10.25,3860433,138.72
406,Manhattan,Condominium,R4-CONDOMINIUM,132,43.45,10.97,3301072,244.69
407,Manhattan,Condominium,R2-CONDOMINIUM,10,41.68,12.96,250985,202.65
408,Manhattan,Condominium,R4-CONDOMINIUM,30,40.07,11.02,1805000,219.25
409,Manhattan,Condominium,R9-CONDOMINIUM,29,32.37,9.48,301621,170.37
410,Manhattan,Condominium,R4-CONDOMINIUM,22,41.28,7.99,1381735,251.39
411,Manhattan,Condominium,R2-CONDOMINIUM,40,32.66,11.34,472388,158.6
412,Manhattan,Condominium,R2-CONDOMINIUM,21,38.57,12.37,357577,198.2
413,Manhattan,Condominium,R9-CONDOMINIUM,60,39.83,11.57,922350,213.62
414,Manhattan,Condominium,R4-CONDOMINIUM,15,37.59,10.36,747409,200.16
415,Manhattan,Condominium,R4-CONDOMINIUM,128,35.43,10.25,3498358,186.13
416,Manhattan,Condominium,R9-CONDOMINIUM,87,39.83,11.57,2123852,213.63
417,Manhattan,Condominium,R4-CONDOMINIUM,181,30.15,10.2,3177396,149.4
418,Manhattan,Condominium,R4-CONDOMINIUM,21,39.83,11.57,856617,213.61
419,Manhattan,Condominium,R4-CONDOMINIUM,49,36.03,8.62,900775,202.2
420,Manhattan,Condominium,R4-CONDOMINIUM,47,44.08,12.28,3939415,239.46
421,Manhattan,Condominium,R4-CONDOMINIUM,11,42.87,10.42,760141,244.74
422,Manhattan,Condominium,R4-CONDOMINIUM,8,44.36,11.94,263542,228.81
423,Manhattan,Condominium,R9-CONDOMINIUM,20,28.92,10.2,1010000,130.92
424,Manhattan,Condominium,R4-CONDOMINIUM,77,46.45,12.96,2450664,251.75
425,Manhattan,Condominium,R4-CONDOMINIUM,9,41.6,9.08,747668,230.18
426,Manhattan,Condominium,R4-CONDOMINIUM,24,39.83,11.57,1198422,213.62
427,Manhattan,Condominium,R4-CONDOMINIUM,24,52.34,14.76,1460772,281.11
428,Manhattan,Condominium,R4-CONDOMINIUM,20,41.06,12.22,341812,217.77
429,Manhattan,Condominium,R4-CONDOMINIUM,32,39.83,11.57,1376488,213.62
430,Manhattan,Condominium,R4-CONDOMINIUM,81,52.34,14.76,2262316,281.1
431,Manhattan,Condominium,R4-CONDOMINIUM,23,49.02,14.57,3036458,258.3
432,Manhattan,Condominium,R4-CONDOMINIUM,29,52.34,14.76,2714216,281.09
433,Manhattan,Condominium,R4-CONDOMINIUM,20,48.54,10.18,1865000,288.01
434,Manhattan,Condominium,R4-CONDOMINIUM,24,41.6,9.08,715148,245.51
435,Manhattan,Condominium,R4-CONDOMINIUM,18,41.6,9.08,1275207,245.51
436,Manhattan,Condominium,R4-CONDOMINIUM,61,57.46,15.4,7467753,313.22
437,Manhattan,Condominium,R4-CONDOMINIUM,27,38.43,8.93,606107,223.21
438,Manhattan,Condominium,R4-CONDOMINIUM,12,51.68,13.9,1847064,282.74
439,Manhattan,Condominium,R4-CONDOMINIUM,84,42.84,11.51,4616005,236.31
440,Manhattan,Condominium,R2-CONDOMINIUM,12,42.4,11.26,350948,234.96
441,Manhattan,Condominium,R4-CONDOMINIUM,25,39.9,8.98,2092387,233.7
442,Manhattan,Condominium,R4-CONDOMINIUM,55,40.05,12.12,3835000,210.71
443,Manhattan,Condominium,R4-CONDOMINIUM,12,39.83,11.57,797130,213.63
444,Manhattan,Condominium,R4-CONDOMINIUM,30,39.83,11.57,2042463,213.62
445,Manhattan,Condominium,R4-CONDOMINIUM,6,39.83,11.57,669819,200.03
446,Manhattan,Condominium,R4-CONDOMINIUM,336,43.52,12.16,8533119,236.23
447,Manhattan,Condominium,R4-CONDOMINIUM,22,44.7,11.93,1627293,246.65
448,Manhattan,Condominium,R4-CONDOMINIUM,11,45.61,7.8,907440,284.38
449,Manhattan,Condominium,R4-CONDOMINIUM,16,36.14,9.86,1602134,193.84
450,Manhattan,Condominium,R4-CONDOMINIUM,18,33.69,10.95,1119672,168.53
451,Manhattan,Condominium,R4-CONDOMINIUM,181,44.97,12.98,5537469,240.75
452,Manhattan,Condominium,RR-CONDOMINIUM,288,26.62,10.22,4336193,81.13
453,Manhattan,Condominium,R4-CONDOMINIUM,42,47.77,7.55,2006656,302.07
454,Manhattan,Condominium,R4-CONDOMINIUM,20,36.12,11.43,565890,182.24
455,Manhattan,Condominium,R4-CONDOMINIUM,47,42.2,12.78,2469809,222.0
456,Manhattan,Condominium,R4-CONDOMINIUM,10,42.2,12.78,783013,208.53
457,Manhattan,Condominium,R4-CONDOMINIUM,22,50.49,10.87,2000414,297.25
458,Manhattan,Condominium,R4-CONDOMINIUM,71,42.2,12.78,1599124,222.0
459,Manhattan,Condominium,R9-CONDOMINIUM,54,47.2,11.07,4085652,271.45
460,Manhattan,Condominium,R4-CONDOMINIUM,39,40.48,13.11,1024487,194.84
461,Manhattan,Condominium,R4-CONDOMINIUM,11,33.61,13.48,169253,149.5
462,Manhattan,Condominium,R9-CONDOMINIUM,713,44.93,18.21,16485304,201.08
463,Manhattan,Condominium,R4-CONDOMINIUM,79,44.05,16.03,2731950,210.99
464,Manhattan,Condominium,R4-CONDOMINIUM,52,41.11,8.6,3123821,245.5
465,Manhattan,Condominium,R4-CONDOMINIUM,52,27.06,9.73,1920147,125.09
466,Manhattan,Condominium,R9-CONDOMINIUM,117,37.77,12.15,2843692,193.95
467,Manhattan,Condominium,R4-CONDOMINIUM,22,39.83,11.57,1056981,213.62
468,Manhattan,Condominium,R9-CONDOMINIUM,218,31.23,6.99,4768517,180.99
469,Manhattan,Condominium,R9-CONDOMINIUM,70,39.15,10.08,1938039,219.85
470,Manhattan,Condominium,R4-CONDOMINIUM,44,40.13,9.97,1626740,227.93
471,Manhattan,Condominium,R9-CONDOMINIUM,221,29.52,6.2,3539626,174.85
472,Manhattan,Condominium,R4-CONDOMINIUM,26,39.83,11.57,873460,213.63
473,Manhattan,Condominium,R4-CONDOMINIUM,11,42.72,9.69,531222,249.14
474,Manhattan,Condominium,R4-CONDOMINIUM,77,39.83,11.57,1017360,213.61
475,Manhattan,Condominium,R4-CONDOMINIUM,14,43.11,10.62,1054301,243.67
476,Manhattan,Condominium,R4-CONDOMINIUM,17,39.9,8.98,478642,233.72
477,Manhattan,Condominium,R4-CONDOMINIUM,20,36.01,9.9,834528,192.64
478,Manhattan,Condominium,R2-CONDOMINIUM,16,30.29,8.48,254850,163.29
479,Manhattan,Condominium,R4-CONDOMINIUM,36,38.12,10.72,936203,207.36
480,Manhattan,Condominium,R2-CONDOMINIUM,22,35.71,11.71,395472,177.33
481,Manhattan,Condominium,R2-CONDOMINIUM,34,35.71,11.71,479496,177.34
482,Manhattan,Condominium,R4-CONDOMINIUM,16,38.49,8.42,592920,227.51
483,Manhattan,Condominium,R4-CONDOMINIUM,156,39.07,15.1,3395902,179.36
484,Manhattan,Condominium,R4-CONDOMINIUM,11,39.27,8.66,1907125,231.48
485,Manhattan,Condominium,R4-CONDOMINIUM,31,38.28,11.35,1836788,203.79
486,Manhattan,Condominium,R4-CONDOMINIUM,32,38.79,10.55,2358577,123.01
487,Manhattan,Condominium,R4-CONDOMINIUM,37,42.2,12.78,1874731,222.01
488,Manhattan,Condominium,R4-CONDOMINIUM,31,47.16,10.19,1946285,227.75
489,Manhattan,Condominium,R4-CONDOMINIUM,69,38.49,8.42,1555130,209.7
490,Manhattan,Condominium,R4-CONDOMINIUM,109,38.49,8.42,2999483,153.28
491,Manhattan,Condominium,R4-CONDOMINIUM,14,38.06,9.03,669199,219.72
492,Manhattan,Condominium,R9-CONDOMINIUM,197,39.41,7.69,3714222,230.58
493,Manhattan,Condominium,R4-CONDOMINIUM,43,39.03,9.61,2416883,217.28
494,Manhattan,Condominium,R4-CONDOMINIUM,12,38.09,9.67,948603,215.08
495,Manhattan,Condominium,R4-CONDOMINIUM,19,36.9,10.68,728497,193.02
496,Manhattan,Condominium,R4-CONDOMINIUM,20,39.55,11.73,1028422,210.32
497,Manhattan,Condominium,R4-CONDOMINIUM,12,36.86,12.94,1071616,176.12
498,Manhattan,Condominium,R4-CONDOMINIUM,351,44.63,9.77,19266390,262.4
499,Manhattan,Condominium,R4-CONDOMINIUM,52,36.9,10.68,1756163,193.03
500,Manhattan,Condominium,R4-CONDOMINIUM,24,35.57,11.87,1246573,175.16
501,Manhattan,Condominium,R4-CONDOMINIUM,29,35.57,11.87,636676,175.14
502,Manhattan,Condominium,RR-CONDOMINIUM,213,48.36,11.56,6634341,259.36
503,Manhattan,Condominium,RR-CONDOMINIUM,62,35.28,8.03,2666848,201.51
504,Manhattan,Condominium,R9-CONDOMINIUM,14,29.53,11.12,582832,126.86
505,Manhattan,Condominium,R9-CONDOMINIUM,155,35.36,12.38,3178593,169.9
506,Manhattan,Condominium,R4-CONDOMINIUM,35,31.35,10.69,1272077,154.21
507,Manhattan,Condominium,R4-CONDOMINIUM,9,38.43,8.93,581534,209.1
508,Manhattan,Condominium,R4-CONDOMINIUM,51,37.79,7.59,3367723,228.62
509,Manhattan,Condominium,R4-CONDOMINIUM,18,39.83,11.57,1546048,213.63
510,Manhattan,Condominium,R4-CONDOMINIUM,38,49.41,10.94,2725000,270.72
511,Manhattan,Condominium,R4-CONDOMINIUM,64,42.03,11.53,3600000,215.77
512,Manhattan,Condominium,R4-CONDOMINIUM,26,41.77,8.81,1498263,248.78
513,Manhattan,Condominium,R4-CONDOMINIUM,67,48.32,12.99,4241366,265.04
514,Manhattan,Condominium,R4-CONDOMINIUM,45,35.44,10.46,794364,184.65
515,Manhattan,Condominium,R4-CONDOMINIUM,28,39.83,11.57,1166968,213.61
516,Manhattan,Condominium,R4-CONDOMINIUM,15,39.83,11.57,906723,213.62
517,Manhattan,Condominium,R4-CONDOMINIUM,49,48.32,12.99,2999164,243.61
518,Manhattan,Condominium,R4-CONDOMINIUM,52,45.21,10.5,2687000,244.95
519,Manhattan,Condominium,R4-CONDOMINIUM,22,38.79,10.55,1650600,213.64
520,Manhattan,Condominium,R4-CONDOMINIUM,6,37.97,10.64,471005,189.04
521,Manhattan,Condominium,R4-CONDOMINIUM,13,36.9,10.68,971058,179.87
522,Manhattan,Condominium,R4-CONDOMINIUM,52,42.26,11.74,2087416,230.29
523,Manhattan,Condominium,R4-CONDOMINIUM,120,45.61,7.8,3024800,284.39
524,Manhattan,Condominium,R4-CONDOMINIUM,20,33.37,7.61,724474,191.37
525,Manhattan,Condominium,R4-CONDOMINIUM,33,41.77,8.81,2206243,248.79
526,Manhattan,Condominium,R4-CONDOMINIUM,99,37.79,7.59,3409218,228.62
527,Manhattan,Condominium,R4-CONDOMINIUM,20,47.47,12.4,828389,263.45
528,Manhattan,Condominium,R4-CONDOMINIUM,33,45.73,12.92,2491230,246.77
529,Manhattan,Condominium,R4-CONDOMINIUM,10,46.28,11.57,940641,244.98
530,Manhattan,Condominium,R4-CONDOMINIUM,203,46.9,13.14,11282761,253.7
531,Manhattan,Condominium,R4-CONDOMINIUM,25,39.83,11.57,1364280,213.63
532,Manhattan,Condominium,R4-CONDOMINIUM,24,44.48,16.51,1962963,210.56
533,Manhattan,Condominium,R4-CONDOMINIUM,8,39.83,11.57,800860,200.15
534,Manhattan,Condominium,R4-CONDOMINIUM,93,46.11,12.26,3203868,254.53
535,Manhattan,Condominium,R4-CONDOMINIUM,10,42.72,9.69,552261,233.13
536,Manhattan,Condominium,R4-CONDOMINIUM,10,34.65,12.14,321781,166.91
537,Manhattan,Condominium,R4-CONDOMINIUM,45,48.22,14.32,4083357,254.33
538,Manhattan,Condominium,RR-CONDOMINIUM,365,45.05,11.24,11561668,253.66
539,Manhattan,Condominium,R9-CONDOMINIUM,93,44.38,10.03,2603960,258.9
540,Manhattan,Condominium,RR-CONDOMINIUM,337,28.22,7.78,7057810,147.59
541,Manhattan,Condominium,R4-CONDOMINIUM,89,42.36,11.51,3003217,232.76
542,Manhattan,Condominium,R4-CONDOMINIUM,133,40.42,9.93,4154415,230.38
543,Manhattan,Condominium,R4-CONDOMINIUM,47,41.77,8.81,2187325,248.8
544,Manhattan,Condominium,R4-CONDOMINIUM,51,38.75,10.24,1841746,215.68
545,Manhattan,Condominium,R4-CONDOMINIUM,15,44.59,13.26,902429,235.84
546,Manhattan,Condominium,R4-CONDOMINIUM,17,39.07,11.05,1074819,211.92
547,Manhattan,Condominium,R4-CONDOMINIUM,21,44.59,13.26,2171639,235.84
548,Manhattan,Condominium,R4-CONDOMINIUM,10,45.16,13.09,756564,226.65
549,Manhattan,Condominium,R9-CONDOMINIUM,21,45.73,12.92,1156651,234.02
550,Manhattan,Condominium,R4-CONDOMINIUM,7,45.63,10.33,934073,194.55
551,Manhattan,Condominium,R4-CONDOMINIUM,57,46.66,7.4,2442718,295.07
552,Manhattan,Condominium,R4-CONDOMINIUM,5,46.97,10.4,403587,179.41
553,Manhattan,Condominium,R4-CONDOMINIUM,67,45.73,12.92,3116950,232.74
554,Manhattan,Condominium,R9-CONDOMINIUM,18,38.78,10.27,1066274,215.67
555,Manhattan,Condominium,R4-CONDOMINIUM,13,44.01,11.76,776935,242.87
556,Manhattan,Condominium,R4-CONDOMINIUM,11,46.66,7.4,1112354,294.36
557,Manhattan,Condominium,R4-CONDOMINIUM,17,45.73,12.92,1366832,246.77
558,Manhattan,Condominium,R4-CONDOMINIUM,11,44.59,13.26,1022642,235.84
559,Manhattan,Condominium,R4-CONDOMINIUM,11,45.13,12.24,1922059,247.47
560,Manhattan,Condominium,R4-CONDOMINIUM,4,35.76,10.99,237767,172.1
561,Manhattan,Condominium,RR-CONDOMINIUM,283,40.84,11.01,7279000,211.34
562,Manhattan,Condominium,RR-CONDOMINIUM,299,48.36,11.56,7798766,258.08
563,Manhattan,Condominium,RR-CONDOMINIUM,75,12.53,7.18,261000,31.97
564,Manhattan,Condominium,R9-CONDOMINIUM,153,41.77,8.81,5226302,237.44
565,Manhattan,Condominium,R4-CONDOMINIUM,36,45.92,12.59,3071426,250.66
566,Manhattan,Condominium,R9-CONDOMINIUM,17,41.94,17.45,1136924,179.37
567,Manhattan,Condominium,R2-CONDOMINIUM,2,47.94,12.51,116139,250.46
568,Manhattan,Condominium,R4-CONDOMINIUM,3,41.94,17.45,151887,173.65
569,Manhattan,Condominium,R4-CONDOMINIUM,14,41.94,17.45,897265,184.84
570,Manhattan,Condominium,R4-CONDOMINIUM,1,36.21,9.96,47250,182.22
571,Manhattan,Condominium,R4-CONDOMINIUM,22,45.13,12.24,1502810,247.48
572,Manhattan,Condominium,R4-CONDOMINIUM,51,46.11,12.26,2868212,254.53
573,Manhattan,Condominium,R4-CONDOMINIUM,2,42.44,13.65,82051,204.21
574,Manhattan,Condominium,R4-CONDOMINIUM,15,34.22,9.41,735000,182.92
575,Manhattan,Condominium,R9-CONDOMINIUM,11,41.94,17.45,523474,184.84
576,Manhattan,Condominium,R4-CONDOMINIUM,109,45.62,12.25,6384281,189.74
577,Manhattan,Condominium,R4-CONDOMINIUM,43,45.73,12.92,2588709,246.77
578,Manhattan,Condominium,R4-CONDOMINIUM,124,45.13,12.24,4569145,247.48
579,Manhattan,Condominium,R4-CONDOMINIUM,259,43.96,8.64,9992028,265.98
580,Manhattan,Condominium,R4-CONDOMINIUM,43,45.13,12.24,1993430,247.47
581,Manhattan,Condominium,R4-CONDOMINIUM,423,43.96,8.64,13437423,265.98
582,Manhattan,Condominium,R4-CONDOMINIUM,10,41.94,17.45,662822,173.58
583,Manhattan,Condominium,R9-CONDOMINIUM,20,39.98,11.39,1616879,216.08
584,Manhattan,Condominium,R4-CONDOMINIUM,78,30.31,7.66,4891850,171.13
585,Manhattan,Condominium,R4-CONDOMINIUM,119,42.37,11.89,3755136,229.97
586,Manhattan,Condominium,R4-CONDOMINIUM,9,36.77,9.95,718615,185.6
587,Manhattan,Condominium,R4-CONDOMINIUM,190,42.07,10.17,9632045,240.74
588,Manhattan,Condominium,R4-CONDOMINIUM,72,44.48,16.51,5037733,210.55
589,Manhattan,Condominium,R4-CONDOMINIUM,31,39.24,8.96,1852591,228.97
590,Manhattan,Condominium,R4-CONDOMINIUM,22,44.48,16.51,1201032,210.55
591,Manhattan,Condominium,R4-CONDOMINIUM,139,42.07,10.17,7618294,240.74
592,Manhattan,Condominium,R4-CONDOMINIUM,142,45.15,12.5,5281203,245.67
593,Manhattan,Condominium,R4-CONDOMINIUM,40,37.78,8.9,1163835,218.62
594,Manhattan,Condominium,R4-CONDOMINIUM,18,37.78,8.9,926614,218.61
595,Manhattan,Condominium,R4-CONDOMINIUM,250,44.89,11.14,13243838,253.99
596,Manhattan,Condominium,R9-CONDOMINIUM,169,33.15,10.3,4162493,169.81
597,Manhattan,Condominium,R4-CONDOMINIUM,40,43.28,12.94,2618767,228.61
598,Manhattan,Condominium,RR-CONDOMINIUM,182,8.75,4.23,417000,24.74
599,Manhattan,Condominium,R4-CONDOMINIUM,67,39.71,16.09,1711599,178.56
600,Manhattan,Condominium,R4-CONDOMINIUM,101,35.59,11.08,2149453,181.12
601,Manhattan,Condominium,R4-CONDOMINIUM,17,46.15,12.32,1027451,254.35
602,Manhattan,Condominium,R4-CONDOMINIUM,113,39.71,16.09,2083992,178.56
603,Manhattan,Condominium,R4-CONDOMINIUM,224,39.37,12.15,5791219,205.82
604,Manhattan,Condominium,R4-CONDOMINIUM,172,45.15,12.5,5305233,243.03
605,Manhattan,Condominium,R4-CONDOMINIUM,174,40.99,11.42,3977727,223.34
606,Manhattan,Condominium,R4-CONDOMINIUM,645,44.63,9.77,20047185,262.4
607,Manhattan,Condominium,R9-CONDOMINIUM,53,44.13,11.44,1316720,223.44
608,Manhattan,Condominium,R4-CONDOMINIUM,24,42.44,13.65,871185,179.21
609,Manhattan,Condominium,R4-CONDOMINIUM,23,42.44,13.65,231846,189.87
610,Manhattan,Condominium,R4-CONDOMINIUM,51,42.44,13.65,1767879,217.13
611,Manhattan,Condominium,R4-CONDOMINIUM,95,50.49,13.78,3205150,243.16
612,Manhattan,Condominium,R4-CONDOMINIUM,11,34.27,12.82,777992,153.73
613,Manhattan,Condominium,R9-CONDOMINIUM,40,37.43,12.17,563298,153.9
614,Manhattan,Condominium,R4-CONDOMINIUM,25,38.97,12.87,1388025,197.42
615,Manhattan,Condominium,R4-CONDOMINIUM,29,44.35,12.47,808286,179.72
616,Manhattan,Condominium,R4-CONDOMINIUM,12,44.35,12.47,737130,240.03
617,Manhattan,Condominium,R4-CONDOMINIUM,52,39.94,13.89,1696167,196.91
618,Manhattan,Condominium,R4-CONDOMINIUM,53,34.97,10.74,1349975,179.29
619,Manhattan,Condominium,R4-CONDOMINIUM,71,37.12,10.28,2070813,197.5
620,Manhattan,Condominium,R4-CONDOMINIUM,15,37.86,10.21,387100,209.29
621,Manhattan,Condominium,R4-CONDOMINIUM,79,46.17,12.09,2420055,256.24
622,Manhattan,Condominium,R4-CONDOMINIUM,330,39.72,11.03,7771260,216.89
623,Manhattan,Condominium,R4-CONDOMINIUM,28,40.8,11.9,1125944,218.3
624,Manhattan,Condominium,R4-CONDOMINIUM,78,35.97,10.76,1137375,186.01
625,Manhattan,Condominium,R4-CONDOMINIUM,101,46.35,11.25,4790237,263.87
626,Manhattan,Condominium,R4-CONDOMINIUM,109,35.2,11.4,3773990,176.02
627,Manhattan,Condominium,R4-CONDOMINIUM,176,35.2,11.4,3059990,176.02
628,Manhattan,Condominium,R4-CONDOMINIUM,43,43.56,14.85,1480345,216.26
629,Manhattan,Condominium,R2-CONDOMINIUM,8,28.96,10.54,184864,138.1
630,Manhattan,Condominium,R2-CONDOMINIUM,8,28.96,10.54,160254,138.05
631,Manhattan,Condominium,R4-CONDOMINIUM,32,42.6,10.84,1624080,239.6
632,Manhattan,Condominium,R4-CONDOMINIUM,127,41.83,12.79,5054180,219.21
633,Manhattan,Condominium,R4-CONDOMINIUM,13,38.15,10.72,826081,158.89
634,Manhattan,Condominium,R4-CONDOMINIUM,64,37.58,12.88,2017619,153.52
635,Manhattan,Condominium,R9-CONDOMINIUM,329,35.07,9.83,8104034,186.71
636,Manhattan,Condominium,R4-CONDOMINIUM,43,33.24,9.42,703523,153.82
637,Manhattan,Condominium,RR-CONDOMINIUM,49,39.94,13.89,1566048,196.9
638,Manhattan,Condominium,R4-CONDOMINIUM,80,43.39,11.84,2496614,237.7
639,Manhattan,Condominium,R4-CONDOMINIUM,30,33.69,11.3,924640,166.21
